,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
TRPM5,2.106887213,0.745495375,0.196207605,3.79952335,0.000144975,0.000512718
SLC35B1,1161.082604,0.745342145,0.047574018,15.66700022,2.54E-55,1.35E-52
TAOK1,566.8075587,0.745111181,0.084616655,8.805727194,1.30E-18,6.40E-17
TMEM150C,904.0650929,0.745095098,0.13528198,5.507718764,3.64E-08,3.03E-07
HUS1B,8.332546276,0.744763644,0.169525159,4.393233726,1.12E-05,5.22E-05
BRCA1,430.9830583,0.744757911,0.059790791,12.4560639,1.30E-35,2.46E-33
WDR17,52.07636708,0.742963442,0.13916526,5.338713415,9.36E-08,7.13E-07
CYP3A5,9.78340107,0.74266773,0.102955011,7.213517107,5.45E-13,1.16E-11
SMARCE1,3573.098103,0.740472991,0.038256871,19.35529432,1.84E-83,1.43E-80
SLC12A3,6.961466375,0.739745662,0.134631312,5.494603393,3.92E-08,3.24E-07
HEPHL1,5.933848791,0.739421678,0.150508365,4.912827777,8.98E-07,5.45E-06
NEU4,12.38385961,0.739070963,0.182528789,4.049065174,5.14E-05,0.000203769
CCDC87,44.92980854,0.736886842,0.073846307,9.978655297,1.89E-23,1.59E-21
CCDC117,1560.760391,0.736725154,0.06625693,11.11921663,1.01E-28,1.30E-26
TANC2,1733.659684,0.736336984,0.067964241,10.83418237,2.37E-27,2.77E-25
XAGE3,0.11940813,0.736000051,1.009157805,0.729321071,0.465805286,0.562310027
DEFB126,0.437982364,0.735307873,0.555760253,1.32306668,0.185813204,0.265290534
DCAF4L2,2.020927356,0.73421894,0.686782426,1.069070658,0.285037832,0.378510541
SSX6,0.354067119,0.73387505,0.450467648,1.629140413,0.103283298,0.161670262
GRID2,0.505574135,0.730809199,0.425829333,1.716202108,0.086125057,0.138771545
GAGE8,0.306640788,0.730239868,0.868813898,0.840502056,0.400626949,0.499371733
CNGA2,4.181547354,0.728576403,0.271068315,2.687796254,0.007192527,0.016191456
SNF8,1097.641449,0.728407135,0.049436043,14.7343333,3.88E-49,1.54E-46
SLC9A3R1,7660.610085,0.727572908,0.072712703,10.00613205,1.43E-23,1.22E-21
SLC12A5,5.731478135,0.727297314,0.122218361,5.95080238,2.67E-09,2.82E-08
UPK1A,28.30918079,0.724800507,0.19303155,3.754829226,0.00017346,0.000602348
NAP1L6,3.679205992,0.724705421,0.158911712,4.560428011,5.10E-06,2.60E-05
KCNK9,4.117641408,0.721590597,0.141151008,5.112188771,3.18E-07,2.16E-06
HAVCR1,0.990234098,0.721558845,0.235225993,3.067513231,0.002158479,0.005604572
SSX4,0.832482999,0.721173371,0.45428305,1.587497863,0.112399931,0.173631753
TBC1D3P1-DHX40P1,1.435336917,0.720869394,0.229036468,3.147400062,0.001647294,0.004412793
TMEM97,883.2101842,0.720449763,0.062885801,11.45647744,2.18E-30,3.05E-28
PHB,3555.032373,0.72026487,0.052006725,13.84945638,1.28E-43,4.04E-41
ATP5G1,1090.351444,0.719875453,0.059179865,12.1641955,4.82E-34,8.23E-32
GNAT3,1.927414486,0.719277853,0.830760499,0.865806515,0.386596276,0.48570323
PRODH,387.783911,0.718831989,0.14239771,5.048058622,4.46E-07,2.92E-06
DCAF4L1,9.38104227,0.718021026,0.077392686,9.277634138,1.73E-20,1.07E-18
HEATR6,644.1191001,0.71487337,0.056633407,12.62282111,1.58E-36,3.34E-34
MFSD2A,188.729829,0.714251357,0.102288128,6.982739569,2.89E-12,5.39E-11
TMPRSS11F,0.313406033,0.711951059,0.342281051,2.080018908,0.037523799,0.068121535
RPS6KB1,1172.625365,0.711499784,0.054786478,12.98677712,1.45E-38,3.56E-36
NXPH1,116.4339296,0.711118776,0.266655024,2.666811841,0.007657453,0.017111735
TMEM49,3240.456314,0.710414026,0.05072868,14.00418902,1.47E-44,4.97E-42
HS6ST3,277.8302724,0.71023001,0.1500959,4.731841518,2.22E-06,1.23E-05
SULT1C2,17.25752428,0.709992566,0.137773493,5.153332127,2.56E-07,1.77E-06
CLDN6,12.86422117,0.709478145,0.226895562,3.126893,0.001766642,0.004693298
ATP6V0A4,149.1846385,0.709055532,0.164593458,4.307920506,1.65E-05,7.37E-05
KCNJ3,554.8175531,0.709038818,0.242169175,2.927865689,0.003412974,0.008395439
MLLT6,3854.997451,0.707616317,0.049310769,14.35013758,1.06E-46,3.66E-44
INTS2,440.5207588,0.705510269,0.05360775,13.16060215,1.48E-39,4.05E-37
CRYBA2,2.129580201,0.702779103,0.276418781,2.542443392,0.011008043,0.023489972
C1orf230,11.39885067,0.70165068,0.165719281,4.233971292,2.30E-05,9.91E-05
CNTNAP2,819.0818199,0.701254224,0.148127072,4.73413952,2.20E-06,1.22E-05
FER1L6,3.143218674,0.701026123,0.160668626,4.363179932,1.28E-05,5.89E-05
DHRS13,343.862365,0.700230134,0.064252764,10.89805464,1.18E-27,1.41E-25
FAM171A2,68.04334899,0.699687389,0.09110189,7.680273027,1.59E-14,4.42E-13
MOBP,1.832613558,0.699629801,0.122949029,5.690405279,1.27E-08,1.15E-07
PLA2G2F,1.03356124,0.698746172,0.335586283,2.082165471,0.037327358,0.067804623
TBC1D3H,16.26157824,0.698554229,0.090130433,7.750481218,9.15E-15,2.66E-13
YBX2,152.7124143,0.698461324,0.102174832,6.835942959,8.15E-12,1.37E-10
HMX3,1.721625895,0.698264328,0.32198052,2.168653957,0.030108965,0.056241503
TAC3,0.447583295,0.697799894,0.369997123,1.885960327,0.059300301,0.100769343
SLC6A19,0.291101476,0.695366066,0.343265942,2.025735679,0.042791878,0.076292767
CIB3,8.321481936,0.692607954,0.141450674,4.896462725,9.76E-07,5.87E-06
PKIA,112.8655271,0.691863923,0.122124064,5.665254645,1.47E-08,1.33E-07
CACNG4,2055.448274,0.691057481,0.116820348,5.915557461,3.31E-09,3.43E-08
ALDH3B2,2753.014346,0.690243225,0.117876786,5.855633236,4.75E-09,4.76E-08
OTP,1.206660013,0.690163963,0.214497413,3.217586418,0.001292741,0.003558337
GPR141,14.860394,0.690116658,0.096408601,7.158247814,8.17E-13,1.67E-11
RAB3C,5.863293603,0.68950253,0.157614247,4.374620597,1.22E-05,5.63E-05
LOC648691,1.231585876,0.689365213,0.271389555,2.540131702,0.011081073,0.023610595
RIMS1,58.51683774,0.688701618,0.153334893,4.491486622,7.07E-06,3.48E-05
NR1D1,508.4632938,0.68827149,0.059385546,11.58988234,4.64E-31,6.58E-29
PLEKHG7,8.487487823,0.688221732,0.1771886,3.884119709,0.000102701,0.000377418
C9orf43,15.23747234,0.687908197,0.075852418,9.069034519,1.20E-19,6.65E-18
C8orf45,55.56140179,0.687042444,0.076252721,9.010071135,2.06E-19,1.09E-17
GJB7,4.176511614,0.686265222,0.244255608,2.809619107,0.004960016,0.011671475
SLCO6A1,0.395085794,0.685370193,0.560104357,1.223647315,0.221085302,0.306863349
TPRXL,24.51437261,0.685163642,0.151445605,4.524156654,6.06E-06,3.03E-05
UTP18,986.6952063,0.683683975,0.045661531,14.97286584,1.10E-50,4.89E-48
SLC4A10,17.01977352,0.681588301,0.194599331,3.502521302,0.000460877,0.00142579
UGT1A8,0.556986716,0.681554314,0.590129181,1.154923932,0.248121578,0.337873879
BCRP3,9.766271702,0.677034267,0.096691849,7.001978723,2.52E-12,4.77E-11
SYT10,1.33148416,0.675945247,0.292478875,2.311090832,0.020827838,0.040901379
RIMKLA,135.1778776,0.675887657,0.10264568,6.584667343,4.56E-11,6.80E-10
GDPD1,82.18652323,0.675650094,0.078023514,8.659570179,4.74E-18,2.15E-16
GABRB3,146.1533385,0.6745606,0.165507145,4.075718913,4.59E-05,0.000184233
CYB561,4452.118454,0.673953721,0.052292935,12.8880455,5.26E-38,1.22E-35
MYST2,1475.213677,0.672924726,0.045669506,14.73466191,3.86E-49,1.54E-46
HIST1H4H,385.0523383,0.671252538,0.107044508,6.270779802,3.59E-10,4.49E-09
PSCA,211.4325552,0.669353421,0.162467218,4.119929103,3.79E-05,0.000154953
PLA2G10,26.71136479,0.666858694,0.142868596,4.667636657,3.05E-06,1.63E-05
UBE2Z,3473.84399,0.666792649,0.040304254,16.54397693,1.77E-61,1.06E-58
GAL3ST2,16.1625249,0.665870636,0.175394443,3.796418084,0.000146802,0.00051849
RIMS4,791.8863309,0.664805784,0.149384736,4.450292586,8.58E-06,4.12E-05
HERC2P4,6.804065441,0.663792104,0.132577636,5.00681806,5.53E-07,3.53E-06
BCAS1,879.4577775,0.663597086,0.131857545,5.032681928,4.84E-07,3.14E-06
TDRG1,1.257792286,0.663561662,0.182633806,3.633290435,0.00027983,0.000919045
PRAME,608.6403084,0.663045459,0.222591176,2.978758958,0.002894184,0.007256527
KRTAP3-1,1.378683556,0.66154249,0.247436076,2.673589477,0.007504425,0.016812191
ACOT6,4.334707243,0.66104583,0.106584501,6.202082124,5.57E-10,6.70E-09
TMEM92,24.04914481,0.660615093,0.106762476,6.187708598,6.10E-10,7.28E-09
ACACA,2554.365914,0.660597522,0.053277202,12.39925328,2.64E-35,4.91E-33
BDKRB1,17.39746721,0.659969915,0.088612398,7.447828223,9.49E-14,2.32E-12
KPNA7,6.330032453,0.658708554,0.142195611,4.632411273,3.61E-06,1.90E-05
DDX52,647.5388313,0.657428842,0.038201889,17.20932797,2.26E-66,1.45E-63
NQO1,3670.95608,0.657161922,0.079366389,8.28010362,1.23E-16,4.70E-15
CRISP2,4.078220529,0.656842161,0.320789937,2.0475772,0.040601445,0.072897604
RTBDN,23.63100381,0.655617315,0.202938172,3.23062591,0.001235195,0.003418659
RPL10L,0.139788268,0.654117893,0.838009465,0.780561461,0.435060466,0.532908957
TTPA,7.063187467,0.654104259,0.146641855,4.460556359,8.17E-06,3.96E-05
TOM1L1,1348.945812,0.654088142,0.062990788,10.38386976,2.94E-25,2.89E-23
KLRG2,71.20719902,0.650901855,0.124172201,5.241928954,1.59E-07,1.15E-06
C14orf184,5.580487826,0.649675075,0.112256435,5.787419446,7.15E-09,6.89E-08
DCAF8L2,0.753056189,0.648103093,0.547492801,1.183765506,0.2365059,0.324781
LINC01101,0.411271317,0.64803187,0.325194068,1.99275428,0.04628836,0.0815726
TARP,52.02111914,0.646838559,0.148863359,4.345183137,1.39E-05,6.33E-05
4-Mar,12.56299186,0.645737453,0.126277381,5.11364307,3.16E-07,2.15E-06
CCDC144NL,1.91786861,0.645619306,0.217281945,2.97134355,0.002964999,0.007407121
GPR128,1.692467852,0.644713521,0.385291597,1.673313217,0.094265652,0.14978166
PHOX2B,0.210057212,0.643894662,0.754929005,0.852920814,0.393703218,0.492599136
FASN,21308.88615,0.643793721,0.086704419,7.42515462,1.13E-13,2.72E-12
TBC1D3,322.8319201,0.64331574,0.053352824,12.05776358,1.77E-33,2.78E-31
C17orf28,3320.512988,0.640633747,0.070806119,9.047717251,1.46E-19,7.94E-18
NYX,0.264227401,0.639472993,0.361798302,1.767484781,0.077147076,0.126051555
CACNA1H,767.5871471,0.63888591,0.132294648,4.829264975,1.37E-06,7.96E-06
EFCAB3,1.124171152,0.638176989,0.139377542,4.57876485,4.68E-06,2.40E-05
TSKU,2407.116816,0.638106977,0.084834705,7.521768061,5.40E-14,1.38E-12
PNPO,1482.952792,0.635760388,0.050288341,12.64230183,1.23E-36,2.67E-34
DLX3,107.5354207,0.634740729,0.108321901,5.85976358,4.64E-09,4.65E-08
TOB2P1,59.06626668,0.633088137,0.073108697,8.659546132,4.74E-18,2.15E-16
CALCOCO2,2678.575976,0.63306262,0.047047754,13.45574592,2.85E-41,8.15E-39
CCNE2,324.6153464,0.632556746,0.079832622,7.923537116,2.31E-15,7.38E-14
HIST1H3G,9.17107792,0.632372468,0.173583758,3.643039382,0.000269438,0.000888366
EFNA2,0.80916836,0.632034498,0.292237618,2.162741751,0.030561048,0.056988664
FADS2,4020.474835,0.63185314,0.114843915,5.501842575,3.76E-08,3.12E-07
LAPTM4B,5004.774995,0.631193362,0.081143778,7.778703141,7.33E-15,2.16E-13
NUFIP2,3217.322441,0.630726772,0.042055317,14.99755141,7.62E-51,3.54E-48
C20orf70,0.881636882,0.629906387,0.484875589,1.299109302,0.193906421,0.274966875
HIST1H1D,13.13127652,0.629291233,0.12747825,4.936459609,7.96E-07,4.90E-06
DSCR8,4.962099415,0.627996507,0.352761502,1.780229712,0.075038375,0.123028681
SDR16C5,384.9873084,0.627994643,0.146742234,4.279576677,1.87E-05,8.24E-05
SLC2A10,1817.32897,0.627390553,0.074292746,8.444842636,3.04E-17,1.27E-15
SVOP,2.995125732,0.626905297,0.376113953,1.66679617,0.095554942,0.15134347
PTRH2,592.1074284,0.626833095,0.058347763,10.7430527,6.39E-27,7.20E-25
QPRT,402.1147842,0.626591268,0.095270822,6.576948251,4.80E-11,7.13E-10
FUT3,134.1413865,0.626095839,0.156506591,4.000443897,6.32E-05,0.000244013
NPTX1,34.39747435,0.625843802,0.137600406,4.548270038,5.41E-06,2.73E-05
CDH1,10956.75919,0.625126129,0.082186965,7.606146856,2.82E-14,7.54E-13
ATAD5,136.7876724,0.62485199,0.063774644,9.797812266,1.15E-22,8.88E-21
TPD52,7105.709614,0.623013903,0.062216381,10.01366353,1.33E-23,1.14E-21
TAS2R40,0.239232648,0.62168887,0.439746713,1.413743075,0.157437353,0.230746835
TRIM37,1104.723816,0.620372809,0.050583158,12.26441428,1.41E-34,2.54E-32
LINC00654,57.45403328,0.620369636,0.079141069,7.838782583,4.55E-15,1.39E-13
BRIP1,164.6325026,0.619854484,0.085054984,7.287691505,3.15E-13,7.04E-12
TTC9B,0.839381085,0.617238538,0.164219937,3.758609021,0.000170861,0.000594432
PPP2R2C,484.1515153,0.616583944,0.146389824,4.21193172,2.53E-05,0.000108021
POF1B,195.3246537,0.614251453,0.144502127,4.250812533,2.13E-05,9.26E-05
TTLL7,102.2346,0.613256953,0.094204448,6.509851378,7.52E-11,1.07E-09
IL20,103.1907105,0.611762421,0.179023175,3.417224727,0.00063263,0.00188956
SQLE,2293.449871,0.611138639,0.071438283,8.554777822,1.18E-17,5.17E-16
SOX2,39.01292431,0.611020339,0.216231392,2.825770734,0.004716701,0.0111568
MRPL27,964.9668065,0.61088366,0.053490991,11.42030936,3.31E-30,4.59E-28
MTFR1,826.9559105,0.60927855,0.056408101,10.80125973,3.40E-27,3.90E-25
ADRA2C,85.02477353,0.609176224,0.115698727,5.265193854,1.40E-07,1.03E-06
NKX2-2,25.14709169,0.608617112,0.300607851,2.024621478,0.042906247,0.076423414
INHBC,1.151724202,0.607727158,0.083792915,7.252727238,4.08E-13,8.93E-12
CDK5R2,5.368136374,0.607453766,0.257420231,2.359774765,0.018286034,0.036507293
CHRNA4,3.369051718,0.607314078,0.327370915,1.855125335,0.063578331,0.106916218
CDIPTOSP,7.060605472,0.60607712,0.155493232,3.897771699,9.71E-05,0.0003594
HIST2H3C,7.978086296,0.605595319,0.106859428,5.66721468,1.45E-08,1.31E-07
PIGW,260.6082435,0.605268461,0.04146586,14.59679012,2.94E-48,1.12E-45
CATSPERB,52.06964615,0.604525157,0.112583127,5.369589344,7.89E-08,6.12E-07
OR5M11,0.151294716,0.603428806,0.763667281,0.790172398,0.429427094,0.527551247
SLC9A2,131.799292,0.602675257,0.160389606,3.757570524,0.000171571,0.000596569
C2orf48,9.308953183,0.601247497,0.118007433,5.094996845,3.49E-07,2.35E-06
UGT1A1,0.214686591,0.60100412,0.523801678,1.147388688,0.251221014,0.341254721
SYDE2,240.5987344,0.600970889,0.080308067,7.483319034,7.25E-14,1.80E-12
CNTD1,70.94568477,0.600461772,0.076781464,7.820400116,5.27E-15,1.60E-13
OSTalpha,36.32079112,0.600092069,0.095603498,6.276884007,3.45E-10,4.33E-09
MDGA2,4.240244147,0.599517699,0.268811876,2.230250047,0.025730847,0.049101049
PCSK2,14.04764224,0.598891652,0.300048831,1.995980625,0.045936032,0.081051537
RIPPLY1,0.60818823,0.597100078,0.167162763,3.571968231,0.000354308,0.001128774
CPD,3839.805502,0.596274995,0.05829696,10.22823481,1.48E-24,1.39E-22
LOC148709,16.33576247,0.595758231,0.086139986,6.916163579,4.64E-12,8.25E-11
FAM75A3,0.615916771,0.59473782,0.384563511,1.546526914,0.121977365,0.186074666
APOA5,0.90729516,0.594200445,0.245678865,2.418606281,0.015580093,0.031818838
FAM155B,89.9183232,0.59419355,0.100506375,5.911998609,3.38E-09,3.49E-08
AKR1B15,22.6693428,0.593798981,0.199596687,2.974994169,0.002929941,0.00733333
RNF43,734.1720612,0.593004833,0.086582623,6.849005139,7.44E-12,1.27E-10
BTNL3,0.456297735,0.592748847,0.297373168,1.993282884,0.04623048,0.081478318
